group,victim,country,sector,discovered,post_url,status,delisted_date,first_party
direwolf,ProSim Aviation Research,NL,Technology,2026-08-21,http://direwolfcdkv5whaz2spehizdg22jsuf5aeje4asmetpbt6ri4jnd4qd.onion/api/public/articles/100,listed,,yes
direwolf,Authenticate Information Systems,US,Technology,2026-08-21,http://direwolfcdkv5whaz2spehizdg22jsuf5aeje4asmetpbt6ri4jnd4qd.onion/api/public/articles/101,listed,,yes
direwolf,Diaco Global,,Other,2026-08-21,http://direwolfcdkv5whaz2spehizdg22jsuf5aeje4asmetpbt6ri4jnd4qd.onion/api/public/articles/102,listed,,yes
direwolf,iSON XPERIENCES,MX,Hospitality,2026-08-21,http://direwolfcdkv5whaz2spehizdg22jsuf5aeje4asmetpbt6ri4jnd4qd.onion/api/public/articles/103,listed,,yes
direwolf,Deer Creek-Mackinaw CUSD,US,Education,2026-08-21,http://direwolfcdkv5whaz2spehizdg22jsuf5aeje4asmetpbt6ri4jnd4qd.onion/api/public/articles/105,listed,,yes
direwolf,Allstar Industries,US,Manufacturing,2026-08-21,http://direwolfcdkv5whaz2spehizdg22jsuf5aeje4asmetpbt6ri4jnd4qd.onion/api/public/articles/106,listed,,yes
direwolf,HP Carriers,US,Transportation,2026-08-21,http://direwolfcdkv5whaz2spehizdg22jsuf5aeje4asmetpbt6ri4jnd4qd.onion/api/public/articles/107,listed,,yes
direwolf,MCT Group of Companies,AE,Other,2026-08-21,http://direwolfcdkv5whaz2spehizdg22jsuf5aeje4asmetpbt6ri4jnd4qd.onion/api/public/articles/108,listed,,yes
direwolf,Reviso Cloud Accounting Limited,DK,Financial Services,2026-08-21,http://direwolfcdkv5whaz2spehizdg22jsuf5aeje4asmetpbt6ri4jnd4qd.onion/api/public/articles/109,listed,,yes
direwolf,Studee,,Education,2026-08-21,http://direwolfcdkv5whaz2spehizdg22jsuf5aeje4asmetpbt6ri4jnd4qd.onion/api/public/articles/110,listed,,yes
kairos,Ayuntamiento de Velilla de San Antonio,ES,Government & Defense,2026-08-20,http://kairosgeuzkzz3ajntqcyxl3ib36szz3mg62mb3zbui33pbk3uzo4qqd.onion,listed,,yes
iah6477,regencycenters,US,Retail & E-Commerce,2026-08-20,http://iah6477wcvisc45wl54u524fbrh4dnmtcctpg2fpe5epf3jbpkiwu4qd.onion/a/regencycenters/,listed,,yes
iah6477,acima,US,Financial Services,2026-08-20,http://iah6477wcvisc45wl54u524fbrh4dnmtcctpg2fpe5epf3jbpkiwu4qd.onion/a/acima/,listed,,yes
iah6477,marvin,,Technology,2026-08-20,http://iah6477wcvisc45wl54u524fbrh4dnmtcctpg2fpe5epf3jbpkiwu4qd.onion/a/marvin/,listed,,yes
emperador,NetExam,,Technology,2026-08-20,/post/netexam/,listed,,yes
everest,CCA Bank,,Financial Services,2026-08-20,http://everestndkvzcibcje2cqxhre2hmmybl3rn2gwzwsblz7gx6uryn5rad.onion/news/cca-bank,listed,,yes
pear,Medical Arts Chemists and Surgicals,US,Healthcare,2026-08-20,http://pearsmob5sn44ismokiusuld34pnfwi6ctgin3qbvonpoob4lh3rmtqd.onion/Companies/medarts,listed,,yes
pear,Club One Casino,US,Hospitality,2026-08-20,http://pearsmob5sn44ismokiusuld34pnfwi6ctgin3qbvonpoob4lh3rmtqd.onion/Companies/clubonecasino,listed,,yes
pear,Practi-Cal,US,Other,2026-08-20,http://pearsmob5sn44ismokiusuld34pnfwi6ctgin3qbvonpoob4lh3rmtqd.onion/Companies/practi-cal,listed,,yes
pear,Austin Plastic Surgery Institute,US,Healthcare,2026-08-20,http://pearsmob5sn44ismokiusuld34pnfwi6ctgin3qbvonpoob4lh3rmtqd.onion/Companies/austinpsi,listed,,yes
deadlock,JP Molyneux Studio,GB,Other,2026-08-20,,listed,,yes
everest,Experts Entreprendre,FR,Professional Services,2026-08-20,http://everestndkvzcibcje2cqxhre2hmmybl3rn2gwzwsblz7gx6uryn5rad.onion/news/experts-entreprendre,listed,,yes
everest,Grupo DT,ES,Other,2026-08-20,http://everestndkvzcibcje2cqxhre2hmmybl3rn2gwzwsblz7gx6uryn5rad.onion/news/grupo-dt,listed,,yes
everest,Capgemini Engineering,FR,Professional Services,2026-08-20,http://everestndkvzcibcje2cqxhre2hmmybl3rn2gwzwsblz7gx6uryn5rad.onion/news/capgemini-engineering,listed,,yes
helix,Delek US,US,Energy & Utilities,2026-08-19,http://helixr2sncrd3ndsz5oho6mzqw3x5u7mvox5zcsngc5wm7v4l5k7oryd.onion/p/169f107db2a3ef002d03c665c3adf1f71560d1c5463ef35f720a9d5062f80d4b,listed,,yes
deadlock,UFOC,TW,,2026-08-19,,listed,,yes
deadlock,Global Terminal Services,TR,Transportation,2026-08-19,,listed,,yes
insomnia,Aurora Health Management,US,Healthcare,2026-08-19,http://i62huw7ve22rpyw6lnq3kmfump2dmsg4xpveec3ere73njwatrz74gad.onion/Company/Aurora/,listed,,yes
interlock,Southeastern Oklahoma State University,US,Education,2026-08-19,http://mfrgymzi6w34lmxojf7hgteoskqo6j5zelunqh3dwxcmz7bbacqzwcad.onion/index.php?p=,listed,,yes
direwolf,InfoFlo CRM,US,Technology,2026-08-19,http://direwolfcdkv5whaz2spehizdg22jsuf5aeje4asmetpbt6ri4jnd4qd.onion/api/public/articles/93,listed,,yes
direwolf,PayUp,,Financial Services,2026-08-19,http://direwolfcdkv5whaz2spehizdg22jsuf5aeje4asmetpbt6ri4jnd4qd.onion/api/public/articles/95,listed,,yes
direwolf,Lifesum,SE,Healthcare,2026-08-19,http://direwolfcdkv5whaz2spehizdg22jsuf5aeje4asmetpbt6ri4jnd4qd.onion/api/public/articles/96,listed,,yes
securotrop,ADL Embedded Solutions,US,Manufacturing,2026-08-18,http://securo45z554mw7rgrt7wcgv5eenj2xmxyrsdj3fcjsvindu63s4bsid.onion,listed,,yes
emperador,Prefeitura Municipal de Arcos,BR,Government & Defense,2026-08-18,/post/prefeitura-municipal-de-arcos/,listed,,yes
anubis,Scholle IPN / SIG,DE,Manufacturing,2026-08-18,http://om6q4a6cyipxvt7ioudxt24cw4oqu4yodmqzl25mqd2hgllymrgu4aqd.onion/r/Dj8yoB2WXxWnsaz7rWtbtYu4vlkCxVt24eIEwa4Rut9nKfSy2ZsAzadrZvrQraO+LEngQYNc7SPDzMAN5mMTlDa1l5QjRT,listed,,yes
insomnia,Codinter,US,Technology,2026-08-17,http://i62huw7ve22rpyw6lnq3kmfump2dmsg4xpveec3ere73njwatrz74gad.onion/Company/Codinter/,listed,,yes
global secret group,The Rubber Group,US,Manufacturing,2026-08-17,http://o5lsqyar7ox25z734k6zaxt2vf7bsyi4q5rturi5iyxzqo3ica7bjsad.onion/project/42/,listed,,yes
global secret group,4M REALTY COMPANY,US,Retail & E-Commerce,2026-08-17,http://o5lsqyar7ox25z734k6zaxt2vf7bsyi4q5rturi5iyxzqo3ica7bjsad.onion/project/41/,listed,,yes
direwolf,Arizona State University (ASU),US,Education,2026-08-17,http://direwolfcdkv5whaz2spehizdg22jsuf5aeje4asmetpbt6ri4jnd4qd.onion/api/public/articles/91,listed,,yes
direwolf,Wishfully Studios,SE,Technology,2026-08-17,http://direwolfcdkv5whaz2spehizdg22jsuf5aeje4asmetpbt6ri4jnd4qd.onion/api/public/articles/90,listed,,yes
direwolf,Mighty Kingdom,AU,Technology,2026-08-17,http://direwolfcdkv5whaz2spehizdg22jsuf5aeje4asmetpbt6ri4jnd4qd.onion/api/public/articles/89,listed,,yes
direwolf,Eva AI Limited,GB,Technology,2026-08-17,http://direwolfcdkv5whaz2spehizdg22jsuf5aeje4asmetpbt6ri4jnd4qd.onion/api/public/articles/92,listed,,yes
emperador,Albania's Official National Teacher Training Portal,AL,Education,2026-08-17,/post/albanias-official-national-teacher-training-portal/,listed,,yes
helix,Kennedy Jenks,US,Professional Services,2026-08-16,http://helixr2sncrd3ndsz5oho6mzqw3x5u7mvox5zcsngc5wm7v4l5k7oryd.onion/p/1ba8b0df41a617631d09ae43a2bb4a5748b5b3f2b1cd007251bb3598a5ddcf44,listed,,yes
direwolf,DodoPayments,IN,Financial Services,2026-08-15,http://direwolfcdkv5whaz2spehizdg22jsuf5aeje4asmetpbt6ri4jnd4qd.onion/article/82,listed,,yes
direwolf,AAM:HOA Management,US,Professional Services,2026-08-15,http://direwolfcdkv5whaz2spehizdg22jsuf5aeje4asmetpbt6ri4jnd4qd.onion/article/83,listed,,yes
direwolf,TOTVS,BR,Technology,2026-08-15,http://direwolfcdkv5whaz2spehizdg22jsuf5aeje4asmetpbt6ri4jnd4qd.onion/article/84,listed,,yes
direwolf,Colla Health,US,Healthcare,2026-08-15,http://direwolfcdkv5whaz2spehizdg22jsuf5aeje4asmetpbt6ri4jnd4qd.onion/article/85,listed,,yes
direwolf,DXS International,GB,Technology,2026-08-15,http://direwolfcdkv5whaz2spehizdg22jsuf5aeje4asmetpbt6ri4jnd4qd.onion/article/87,listed,,yes
ms13089,servmarmg.cl,CL,Other,2026-08-15,http://msleakjir7pxbe6onlqe5uwgvdmy6nq4mnwfy7ojswbhnleenm77vgad.onion/MGS/index.html,listed,,yes
spacebears,SEARS (Grupo Sanborns),MX,Retail & E-Commerce,2026-08-15,http://5butbkrljkaorg5maepuca25oma7eiwo6a2rlhvkblb4v6mf3ki2ovid.onion/companies/70/sears-grupo-sanborns,listed,,yes
securotrop,Lepi Enterprises,US,,2026-08-15,http://securo45z554mw7rgrt7wcgv5eenj2xmxyrsdj3fcjsvindu63s4bsid.onion,listed,,yes
blackwater,www.amca.org.ar,AR,Professional Services,2026-08-15,http://ejzl7cjxmkx7lzhiqwidmrwtfjv45pkczbc4fnyaut3t7gll3yaiq5id.onion/blog?uuid=b4bdc6d3-3c1e-349b-821f-543ab3a4c7fa,listed,,yes
blackwater,www.shalina.com,IN,,2026-08-15,http://ejzl7cjxmkx7lzhiqwidmrwtfjv45pkczbc4fnyaut3t7gll3yaiq5id.onion/blog?uuid=67ef1aa3-bfe3-35fa-8712-c3b6977bc7be,listed,,yes
anubis,Interim HealthCare,US,Healthcare,2026-08-15,http://om6q4a6cyipxvt7ioudxt24cw4oqu4yodmqzl25mqd2hgllymrgu4aqd.onion/r/xjzBCfUkCOzKIJhTh9nwY7NPbaLxJGgene7s3HohBcLhET3VwjRQ5Za64O19nnRB2nOWIYc0F5Y5ccdhMpg7XJLRVdOcTdh,listed,,yes
safepay,granjarinya.com,ES,Agriculture and Food Production,2026-08-14,http://safepaypfxntwixwjrlcscft433ggemlhgkkdupi2ynhtcmvdgubmoyd.onion/blog/post/granjarinyacom/,listed,,yes
global secret group,Columbia University Information (Dental),US,Healthcare,2026-08-14,http://o5lsqyar7ox25z734k6zaxt2vf7bsyi4q5rturi5iyxzqo3ica7bjsad.onion/project/40/,listed,,yes
m3rx,tecnoabi.com,BR,Technology,2026-08-14,http://4k6plf4h2cm2nco6ae3inrsxnmqgl6lllmwefydhnlcq4tuhwbj4qpad.onion#tecnoabi.com,listed,,yes
payload,Zara Investment Holding,JO,Financial Services,2026-08-13,http://payloadrz5yw227brtbvdqpnlhq3rdcdekdnn3rgucbcdeawq2v6vuyd.onion/posts/d137bbd6-880d-4822-9520-80f60c037465,listed,,yes
ailock,DAISEN,JP,Technology,2026-08-13,http://dhnsppqjaaa22lsqxl2tfhji4ca43743kubltnodvsft3hkvai77p6ad.onion,listed,,yes
ailock,Yaomasa,JP,,2026-08-13,http://dhnsppqjaaa22lsqxl2tfhji4ca43743kubltnodvsft3hkvai77p6ad.onion,listed,,yes
kairos,Hightech Signs,US,Manufacturing,2026-08-12,http://erqnacjmdy3obvevyol7qhazkwkv57dwqvye5v46k5bcujtfa6sduad.onion,listed,,yes
emperador,City Government of Baguio,PH,Government & Defense,2026-08-12,http://emprdr4p7iwlhpky33tswt3k2qdeljyjcdpoysabudmmrz4z32laexad.onion/post/city-government-of-baguio/,listed,,yes
spacebears,Basso Fedele & Figli S.r.l. (Olio Basso) / Villa Raiano,IT,Agriculture and Food Production,2026-08-12,http://5butbkrljkaorg5maepuca25oma7eiwo6a2rlhvkblb4v6mf3ki2ovid.onion/companies/68/basso-fedele-figli-srl-olio-basso-villa-raiano,listed,,yes
interlock,AngMar Companies,,,2026-08-11,http://xkqqpb46vk7appesxtmotbrweogkux6gheyonqpk2dxbuqetgt3cvrad.onion/index.php?p=,listed,,yes
payload,B&B Hydraulik,DE,Manufacturing,2026-08-11,http://payloadrz5yw227brtbvdqpnlhq3rdcdekdnn3rgucbcdeawq2v6vuyd.onion/posts/aea6bcf8-61d1-4eae-a870-f7c7367b2d34,listed,,yes
payload,Stücheli Architekten,CH,Professional Services,2026-08-11,http://payloadrz5yw227brtbvdqpnlhq3rdcdekdnn3rgucbcdeawq2v6vuyd.onion/posts/4669b9bc-d2ca-4dbd-915c-3602406b8132,listed,,yes
payload,Baya Technologies,,Technology,2026-08-11,http://payloadrz5yw227brtbvdqpnlhq3rdcdekdnn3rgucbcdeawq2v6vuyd.onion/posts/72905d59-7eea-4b01-9739-e2eec504e371,listed,,yes
direwolf,Leafwell,US,Healthcare,2026-08-11,http://direwolfcdkv5whaz2spehizdg22jsuf5aeje4asmetpbt6ri4jnd4qd.onion/api/public/articles/81,listed,,yes
genesis,Interim HealthCare,US,Healthcare,2026-08-11,http://genesis6ixpb5mcy4kudybtw5op2wqlrkocfogbnenz3c647ibqixiad.onion/7f2a0a2775f800d932ea/,listed,,yes
direwolf,BigSpark,AI,,2026-08-10,http://direwolfcdkv5whaz2spehizdg22jsuf5aeje4asmetpbt6ri4jnd4qd.onion/api/public/articles/80,listed,,yes
anubis,Cleaver-Brooks,US,Manufacturing,2026-08-10,http://om6q4a6cyipxvt7ioudxt24cw4oqu4yodmqzl25mqd2hgllymrgu4aqd.onion/r/dYhaxPlEm+MM1HGZrdjsCQ2zwR+TdXRV5fWA04IB7AJL7GAC53hyLGgzLN25Kh6uDrrSTzDBmSVEqH1eIJWIHM0WUtyWlU5,listed,,yes
deadlock,LT Group / Fortune Tobacco Corp,PH,Manufacturing,2026-08-10,,listed,,yes
genesis,Consolidated Medical Practices of Memphis,US,Healthcare,2026-08-10,http://genesis6ixpb5mcy4kudybtw5op2wqlrkocfogbnenz3c647ibqixiad.onion/8134b54f8d2622fd7303/,listed,,yes
global secret group,Coggins Insurance Agency,US,Financial Services,2026-08-10,http://o5lsqyar7ox25z734k6zaxt2vf7bsyi4q5rturi5iyxzqo3ica7bjsad.onion/project/18/,listed,,yes
unsafe,Presentations.AI,US,Technology,2026-08-10,http://unsafeipw6wbkzzmj7yqp7bz6j7ivzynggmwxsm6u2wwfmfqrxqrrhyd.onion/reel/6a79814c8b907544821fbbb6?page=1,listed,,yes
global secret group,MACOFIN HELLAS S.A.,GR,Financial Services,2026-08-10,http://o5lsqyar7ox25z734k6zaxt2vf7bsyi4q5rturi5iyxzqo3ica7bjsad.onion/project/38/,listed,,yes
global secret group,Cook Remodeling,US,Other,2026-08-10,http://o5lsqyar7ox25z734k6zaxt2vf7bsyi4q5rturi5iyxzqo3ica7bjsad.onion/project/37/,listed,,yes
spacebears,Elixi International SA,CH,Healthcare,2026-08-10,http://5butbkrljkaorg5maepuca25oma7eiwo6a2rlhvkblb4v6mf3ki2ovid.onion/companies/67/elixi-international-sa,listed,,yes
unsafe,Constellation HomeBuilder Systems,US,Manufacturing,2026-08-09,http://unsafeipw6wbkzzmj7yqp7bz6j7ivzynggmwxsm6u2wwfmfqrxqrrhyd.onion/reel/6a788dc78b907544821fb857?page=1,listed,,yes
everest,Ingersoll Rand,US,Manufacturing,2026-08-08,http://everestndkvzcibcje2cqxhre2hmmybl3rn2gwzwsblz7gx6uryn5rad.onion/news/ingersoll-rand,listed,,yes
spacebears,Hitech Distribuzione Informatica S.r.l. (HTDI),IT,Technology,2026-08-07,http://5butbkrljkaorg5maepuca25oma7eiwo6a2rlhvkblb4v6mf3ki2ovid.onion/companies/66/hitech-distribuzione-informatica-srl-htdi,listed,,yes
helix,Venture Logistics,,Transportation,2026-08-07,http://helix2kvkqjzrkh3ospyukij7uemxwvbdmqberjmrudjmqy4hspwzzqd.onion/p/f2cb1153792fbedb831aa6280d414b35473e8e3a297904b810003b04d8eca445,listed,,yes
helix,Uber,US,Transportation,2026-08-07,http://helix2kvkqjzrkh3ospyukij7uemxwvbdmqberjmrudjmqy4hspwzzqd.onion/p/98709deba70bbdf82c24ed60e779c06c8cf8fec574c10403a9c0caff8e5b84df,listed,,yes
helix,Highwoods Properties,US,Other,2026-08-07,http://helix2kvkqjzrkh3ospyukij7uemxwvbdmqberjmrudjmqy4hspwzzqd.onion/p/0194658fe7e20d85cecdfb41e2e7545b5d60ac3a53314ecc52c0e239ac6e912c,listed,,yes
helix,Morguard,US,,2026-08-07,http://helix2kvkqjzrkh3ospyukij7uemxwvbdmqberjmrudjmqy4hspwzzqd.onion/p/c986586defd4792920f696b167ebdef91eca624746fe6cb5c6a06a0661e43d09,listed,,yes
helix,Westland Insurance,CA,Financial Services,2026-08-07,http://helix2kvkqjzrkh3ospyukij7uemxwvbdmqberjmrudjmqy4hspwzzqd.onion/p/380506d310d5417b836512938f95a302a7fb021fbe54b9f392da079aaf9ade1e,listed,,yes
qilin,Crystal Pharmatech,US,Healthcare,2026-08-06,http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion/site/blog?uuid=7bd8601b-91ae-4038-beed-c1874f4bbf01,listed,,yes
gammax,King International LLC,US,Other,2026-08-06,http://gammax6w3dkfdjfrjthtmqzsioue52vzy6lz54qy6jcvmogfpubutjyd.onion/post/AFBmWr4p81arGYJQASFrgaRwBcLLK1Ta,listed,,yes
insomnia,Park Place Behavioral Health Care,US,Healthcare,2026-08-06,http://i62huw7ve22rpyw6lnq3kmfump2dmsg4xpveec3ere73njwatrz74gad.onion/Company/PPBH/,listed,,yes
orion,ipsenlogistics.com,,Transportation,2026-08-05,http://cjfntkj5qeizxowuy3srceg7zo6namc3kfeor7pfn6bpdkl3w265ooid.onion/news/article?id=22,listed,,yes
orion,hetero.com,,Healthcare,2026-08-05,http://cjfntkj5qeizxowuy3srceg7zo6namc3kfeor7pfn6bpdkl3w265ooid.onion/news/article?id=23,listed,,yes
orion,sitrack.com,DE,Transportation,2026-08-05,http://cjfntkj5qeizxowuy3srceg7zo6namc3kfeor7pfn6bpdkl3w265ooid.onion/news/article?id=24,listed,,yes
orion,kioti.com,US,Agriculture and Food Production,2026-08-05,http://cjfntkj5qeizxowuy3srceg7zo6namc3kfeor7pfn6bpdkl3w265ooid.onion/news/article?id=25,listed,,yes
orion,udhaiyamdhall.com,IN,Retail & E-Commerce,2026-08-05,http://cjfntkj5qeizxowuy3srceg7zo6namc3kfeor7pfn6bpdkl3w265ooid.onion/news/article?id=26,listed,,yes
orion,emanic.net,DE,Technology,2026-08-05,http://cjfntkj5qeizxowuy3srceg7zo6namc3kfeor7pfn6bpdkl3w265ooid.onion/news/article?id=27,listed,,yes
orion,daubertchemical.com,US,Manufacturing,2026-08-05,http://cjfntkj5qeizxowuy3srceg7zo6namc3kfeor7pfn6bpdkl3w265ooid.onion/news/article?id=28,listed,,yes
orion,morrisgroupint.com,GB,Professional Services,2026-08-05,http://cjfntkj5qeizxowuy3srceg7zo6namc3kfeor7pfn6bpdkl3w265ooid.onion/news/article?id=29,listed,,yes
orion,pricemodern.com,,Retail & E-Commerce,2026-08-05,http://cjfntkj5qeizxowuy3srceg7zo6namc3kfeor7pfn6bpdkl3w265ooid.onion/news/article?id=30,listed,,yes
orion,Nitrex Chemicals India,IN,Manufacturing,2026-08-05,http://cjfntkj5qeizxowuy3srceg7zo6namc3kfeor7pfn6bpdkl3w265ooid.onion/news/article?id=37,listed,,yes
global secret group,Pavillon,US,Other,2026-08-05,http://o5lsqyar7ox25z734k6zaxt2vf7bsyi4q5rturi5iyxzqo3ica7bjsad.onion/project/36/,listed,,yes
everest,EPM,CO,Energy & Utilities,2026-08-05,http://everestndkvzcibcje2cqxhre2hmmybl3rn2gwzwsblz7gx6uryn5rad.onion/news/epm,listed,,yes
everest,AKM Enterprises INC,US,Other,2026-08-05,http://everestndkvzcibcje2cqxhre2hmmybl3rn2gwzwsblz7gx6uryn5rad.onion/news/akm-enterprises-inc,listed,,yes
everest,Formulatrix,US,Technology,2026-08-05,http://everestndkvzcibcje2cqxhre2hmmybl3rn2gwzwsblz7gx6uryn5rad.onion/news/formulatrix,listed,,yes
everest,Oasis Legal Group,US,Professional Services,2026-08-05,http://everestndkvzcibcje2cqxhre2hmmybl3rn2gwzwsblz7gx6uryn5rad.onion/news/oasis-legal-group,listed,,yes
everest,Conway Analytics,US,Technology,2026-08-05,http://everestndkvzcibcje2cqxhre2hmmybl3rn2gwzwsblz7gx6uryn5rad.onion/news/conway-analytics,listed,,yes
everest,Greenbotz,IN,Technology,2026-08-05,http://everestndkvzcibcje2cqxhre2hmmybl3rn2gwzwsblz7gx6uryn5rad.onion/news/greenbotz,listed,,yes
everest,NIMR Oil,AE,Energy & Utilities,2026-08-05,http://everestndkvzcibcje2cqxhre2hmmybl3rn2gwzwsblz7gx6uryn5rad.onion/news/nimr-oil,listed,,yes
everest,TechCorr,,Technology,2026-08-05,http://everestndkvzcibcje2cqxhre2hmmybl3rn2gwzwsblz7gx6uryn5rad.onion/news/techcorr,listed,,yes
everest,Rodschinson Investment,BE,Financial Services,2026-08-05,http://everestndkvzcibcje2cqxhre2hmmybl3rn2gwzwsblz7gx6uryn5rad.onion/news/rodschinson-investment,listed,,yes
everest,Allied Telesis,JP,Technology,2026-08-05,http://everestndkvzcibcje2cqxhre2hmmybl3rn2gwzwsblz7gx6uryn5rad.onion/news/allied-telesis,listed,,yes
everest,Dharma Group,IT,Other,2026-08-05,http://everestndkvzcibcje2cqxhre2hmmybl3rn2gwzwsblz7gx6uryn5rad.onion/news/dharma-group,listed,,yes
everest,Emirates Flight Catering,AE,Hospitality,2026-08-05,http://everestndkvzcibcje2cqxhre2hmmybl3rn2gwzwsblz7gx6uryn5rad.onion/news/emirates-flight-catering,listed,,yes
everest,Alzone Software,,Technology,2026-08-05,http://everestndkvzcibcje2cqxhre2hmmybl3rn2gwzwsblz7gx6uryn5rad.onion/news/alzone-software,listed,,yes
everest,Al-Futtaim Group,AE,Retail & E-Commerce,2026-08-05,http://everestndkvzcibcje2cqxhre2hmmybl3rn2gwzwsblz7gx6uryn5rad.onion/news/al-futtaim-group,listed,,yes
everest,Aptara,IN,Professional Services,2026-08-05,http://everestndkvzcibcje2cqxhre2hmmybl3rn2gwzwsblz7gx6uryn5rad.onion/news/aptara,listed,,yes
everest,Powerweave,IN,Manufacturing,2026-08-05,http://everestndkvzcibcje2cqxhre2hmmybl3rn2gwzwsblz7gx6uryn5rad.onion/news/powerweave,listed,,yes
everest,Mansfield Family Dentistry,US,Healthcare,2026-08-05,http://everestndkvzcibcje2cqxhre2hmmybl3rn2gwzwsblz7gx6uryn5rad.onion/news/mansfield-family-dentistry,listed,,yes
everest,Stadler Rail,CH,Transportation,2026-08-05,http://everestndkvzcibcje2cqxhre2hmmybl3rn2gwzwsblz7gx6uryn5rad.onion/news/stadler-rail,listed,,yes
everest,Keysight,US,Technology,2026-08-05,http://everestndkvzcibcje2cqxhre2hmmybl3rn2gwzwsblz7gx6uryn5rad.onion/news/keysight,listed,,yes
spacebears,PontoBR Sistemas,BR,Technology,2026-08-05,http://5butbkrljkaorg5maepuca25oma7eiwo6a2rlhvkblb4v6mf3ki2ovid.onion/companies/65/pontobr-sistemas,listed,,yes
safepay,pradotuylaw.com,US,Professional Services,2026-08-03,http://safepaypfxntwixwjrlcscft433ggemlhgkkdupi2ynhtcmvdgubmoyd.onion/blog/post/pradotuylawcom/,listed,,yes
safepay,naskdoorinc.com,US,Manufacturing,2026-08-03,http://safepaypfxntwixwjrlcscft433ggemlhgkkdupi2ynhtcmvdgubmoyd.onion/blog/post/naskdoorinccom/,listed,,yes
safepay,new-point.it,IT,Technology,2026-08-03,http://safepaypfxntwixwjrlcscft433ggemlhgkkdupi2ynhtcmvdgubmoyd.onion/blog/post/new-pointit/,listed,,yes
safepay,simonrack.com,ES,Manufacturing,2026-08-03,http://safepaypfxntwixwjrlcscft433ggemlhgkkdupi2ynhtcmvdgubmoyd.onion/blog/post/simonrackcom/,listed,,yes
anubis,BLACKBURN'S,US,Healthcare,2026-08-03,http://om6q4a6cyipxvt7ioudxt24cw4oqu4yodmqzl25mqd2hgllymrgu4aqd.onion/r/hfDLeO6xZ4jmk5AWhpsnRrMuiPkYcZKs4htoe6Ho8pfKEQbLmAaM4ovMYFKh7sVffACO4H02oyhVuDd2sEGViM2dCSUx1,listed,,yes
anubis,Cameron Regional Medical Center,US,Healthcare,2026-08-03,http://om6q4a6cyipxvt7ioudxt24cw4oqu4yodmqzl25mqd2hgllymrgu4aqd.onion/r/usUR8TUlfLeHFYPPN5JwVWTYmPzxSTnEcXbNRRhwUUEirKTfvCinYbJW32928eNb6n7YzOIQ3b4KNa1+yq7dEVrcXFBcmox,listed,,yes
safepay,cpu-ag.com,DE,Manufacturing,2026-08-03,http://safepaypfxntwixwjrlcscft433ggemlhgkkdupi2ynhtcmvdgubmoyd.onion/blog/post/cpu-agcom/,listed,,yes
safepay,multiaqua.com,US,Agriculture and Food Production,2026-08-03,http://safepaypfxntwixwjrlcscft433ggemlhgkkdupi2ynhtcmvdgubmoyd.onion/blog/post/multiaquacom/,listed,,yes
anubis,Winn-Dixie,US,Retail & E-Commerce,2026-08-03,http://om6q4a6cyipxvt7ioudxt24cw4oqu4yodmqzl25mqd2hgllymrgu4aqd.onion/r/wvOEih7m+Tf599zsStaXU1yRskZw5HT6zjXXAUGJMYq20GkboGqr4On4jOxutE4Z8dg8RAN5Fhf2Mj1PdUTWRJRnJuYjJH,listed,,yes
payload,Hans & Jos. Kronenberg GmbH,DE,Manufacturing,2026-08-03,http://payloadrz5yw227brtbvdqpnlhq3rdcdekdnn3rgucbcdeawq2v6vuyd.onion/posts/ba238823-d8b5-4d91-bd34-c03591a95a1c,listed,,yes
global secret group,Vernon & Waldrep,US,Professional Services,2026-08-01,http://o5lsqyar7ox25z734k6zaxt2vf7bsyi4q5rturi5iyxzqo3ica7bjsad.onion/project/34/,listed,,yes
gammax,MTCO (Mahmoud Altaheni & Partners Trading Co),SA,Professional Services,2026-08-01,http://gammax6w3dkfdjfrjthtmqzsioue52vzy6lz54qy6jcvmogfpubutjyd.onion/post/B7FLS1KVkQLdkKEZEkRYn82W3bQNht1v,listed,,yes
insomnia,Merritt Woodwork,US,Manufacturing,2026-07-31,http://i62huw7ve22rpyw6lnq3kmfump2dmsg4xpveec3ere73njwatrz74gad.onion/Company/Merrit/,listed,,yes
insomnia,Laempe Reich,US,,2026-07-31,http://i62huw7ve22rpyw6lnq3kmfump2dmsg4xpveec3ere73njwatrz74gad.onion/Company/Laempereich/,listed,,yes
interlock,Gardiner Family Chiropractic,US,Healthcare,2026-07-31,http://5igtvs225ikh2svqvf7zkanyica5jz5p5db44fg2rwj7ifyjipvyimid.onion/index.php?p=,listed,,yes
cmdorganization,Stewart Belland & Associates Inc.,CA,Professional Services,2026-07-31,http://cmdnkiqjije2tllr3biee2sjgj3i4robg2cbtilbnytdhh2wy3syrlyd.onion,listed,,yes
genesis,Boyum IT Solutions (HOT!),DK,Technology,2026-07-30,http://genesis6ixpb5mcy4kudybtw5op2wqlrkocfogbnenz3c647ibqixiad.onion/79f095d5b182ce93bae4/,listed,,yes
genesis,C.A. Walker Construction,US,Manufacturing,2026-07-30,http://genesis6ixpb5mcy4kudybtw5op2wqlrkocfogbnenz3c647ibqixiad.onion/55f3f0d90d424055e955/,listed,,yes
